job,count
freelance writer / blogger,1
founder of a digital media company,1
lead singer in a band (1971 we were paid at least $2),1
counsellor - telephone crisis service,1
coordinator - women's centre,1
counsellor drug and alcohol rehabilitation service,1
child protection case manager/assessor.,1
"barber shop, floor sweeper/cigarette shopper",1
altar boy,1
flag raiser/lowerer,1
mcdonald's night cook,1
united states marine,1
golf cart girl ,1
banquet server,1
food safety coordinator ,1
human resources,1
- soda jerk,1
- elementary school teacher,1
- gaming community manager,1
- esports project/content/team manager,1
retail associate,1
videography intern at chicago company,1
i.t. assistant at university,1
guitarist,1
apprentice engineer ,1
junior engineer ,1
design engineer ,1
project engineer,1
project manager ,1
kitchen porter/head of chip production (potato peeler),1
apple packing extraordinaire,1
"student (i was getting paid so it counts, right?)",1
public library page ,1
radio announcer 9x  ,1
fundraiser 2x  ,1
promotions director                                     #5jobsivehad,1
"""concessions stand girl""",1
personal shopper,1
telephone receptionist,1
coffee machine demonstrator,1
door to door salesperson,1
pastor ,1
correspondence manager ,1
retail sales,1
gas company auditor ,1
dental lab tech,1
hand,1
ski instructor,1
student painter,1
city worker,1
peer-assisted study session facilitator,1
fitness instructor,1
session singer,1
dyslexia assessor,1
sainsburys check out,1
dive master,1
ceramic artist    no one can say it hasn’t been varied and interesting! #tripdownmemorylane #5jobsivehad #justforfun,1
speech pathologist 🗣,1
primary teacher 👩🏻‍🏫,1
admin assistant 👩🏻‍💻,1
fast food cashier/expert soft serve cone maker 🍔🍟🍦,1
bookshop assistant 📚,1
horticultural nursery worker - my back in bits by age 13 😂#peakedtoosoon ,1
hairdresser - fave,1
bar supervisor in nightclub - fave,1
civil servant ,1
"carer - will forever be the best, most meaningful and worthwhile job i ever had ❤️",1
mcdonalds cashier,1
ira transfer analyst for morgan stanely,1
radioshack stock worker,1
bike messenger,1
"emt(current,started at the age of 19,been doing it for 16 years)",1
- apple mac operator (pre-press),1
- jnr graphic designer,1
- middleweight graphic designer,1
- senior graphic designer,1
- creative director,1
jobs i have had :,1
worked in a printing press in school holidays,1
courier boy,1
barman (multiple venues),1
forestry worker (appm),1
fish boner (really),1
roof insulator (yes pink batts),1
lawn mower (in partnership with a friend called victa),1
game/movie tester at united video 😂 (literally all i did - easiest job) ,1
sunday school teacher (worst sunday school teacher out along with @trayn2588 ),1
manager at fatima’s (free food 👌🏾),1
facilitator &amp; cm @ winz ,1
real estate agent https://t.co/4sprm0hfld,1
safety line painter,1
photo paper maker,1
hr rep,1
teacher’s union lawyer ,1
car hop at a&amp;w root beer drive-in.,1
spreader at levi’s jean’s factory.,1
slaughterhouse night clean up crew (inedible rendering).,1
bricklayer’s helper.,1
lawyer at top 50 firm.,1
newspaper sales/delivery/farmers market,1
ranch hand on 10000 acre ranch (wasn't very good at this),1
dishwasher/server/cook/bookkeeper,1
demolition/construction/janitor/handyman,1
researcher/professor,1
assistant librarian ,1
planning &amp; zoning commission chairman,1
maintenance man ,1
nature center farm hand ,1
bar/restaurant owner (current),1
architect,1
warehouse op.,1
street sweeper.,1
bartender.,1
sandwich maker.,1
- guide dog,1
grinner,1
 sinner,1
joker,1
smoker,1
teknisi komputer,1
reseller barang,1
pengajar les keterampilan komputer,1
agen kost &amp; properti,1
surveyor,1
releveur de compteur edf,1
animateur de soirées dansantes,1
animateur radio,1
formateur,1
gérant d’agence de comm’,1
 server,1
 laborer,1
 office assistant,1
 campaign volunteer coordinator,1
 lawyer,1
box office attendant at cornell cinema,1
housekeeper at the west gate motel,1
deli counter server ,1
gardner,1
german language house  native speaker ,1
entry level weapons and armour technician at weta workshop,1
clothing alterations at a goth shop,1
waitstaff at a wine specialist hotel,1
tech support for sony,1
film/tv costume standby,1
double glazing sales ,1
bookseller (at borders),1
digital content assistant (at lovefilm),1
storyboard artist for film and tv,1
coffee &amp; pill guy for my dad,1
camera man for my dad,1
professional ass eater,1
professional porn star,1
army lieutenant,1
candle stick taster,1
broadway ticket taker,1
moat maker,1
"teenaged panhandler, on the streets of nyc. this is not a joke.",1
housekeeper,1
liquor delivery service from liquor store in nyc; age 12.,1
strip-o-gram service office dispatcher.,1
"professional dominatrix; it was an act, for money; not naturally dominant.",1
stock boy at a shoe store ,1
console video game gui designer,1
university instructor,1
writing tutor,1
cupcake salesman ,1
hostess,1
pizza delivery driver,1
collections clerk (for landlord),1
substitute teacher (long and short-term),1
receptionist/records clerk,1
lifeguard at a water park,1
veterinary technician ,1
cocktail waitress on bourbon street ,1
music critic,1
microbiome scientist,1
assistant manager at art store,1
website developer,1
filmmaker #5jobsivehad,1
bitch,1
child,1
sinner,1
"design, @facebook; 2005, 22 y/o",1
"design, @automattic; 2006, 23",1
"design, @github; 2011, 26 ",1
"design, @twitch; 2014, 31",1
"content creator, @avalonstar; 2016, 33",1
grad student,1
invasive plant tech @rsabg ,1
emt,1
recon marine ,1
bike mechanic,1
baby sitter,1
summer camp &amp; after school counselor,1
nightfill at iga ,1
kitchenhand at chicken treat,1
administration assistant at a medical centre,1
e-learning assistant at south metropolitan tafe,1
occupational safety and health rep at south metropolitan tafe,1
professional mover,1
deli worker *shudders*,1
english as foreign lang teacher,1
"hospital porter, old sri",1
restaurant/bar business owner,1
fishing teacher,1
software developer/architect,1
policy advocate,1
patent litigator,1
law professor,1
cs intern/gopher at an advertising agency,1
"- teaching design, photography and video editing",1
- coaching classes for advanced it skills,1
- riding bikes and driving cars for an automobile magazine,1
- consumer tech reviewer for 14yrs+ now 👴 ,1
blockbuster manager ,1
tanning salon owner,1
chilli's hostess,1
internet tech support ,1
drink fixer at ryan's ,1
library assistant at an elementary school,1
assistant to a children's books authour,1
interpreter,1
teacher of english as a foreign language,1
chuck e cheeze’s birthday host,1
editor of law report periodicals,1
salesperson at fairweather,1
tv spokesperson,1
lumber broker,1
pharmaceutical sales,1
certified athletic trainer/pt assistant,1
bartender at a karaoke bar,1
"telemarketer (made it a week, sold tickets for a local rodeo) https://t.co/4gscvdpjdf",1
cleaner in a high security mental health facility,1
digital news editor,1
journalism lecturer,1
cnc router opperator,1
installation technician,1
large format print opperator,1
commissioned artist,1
court reporter/stenographer,1
a subway sandwich artist,1
i worked at import store that sold anime and japanese games,1
best buy media senior,1
licensed auto insurance agent (currently licensed in 10 states),1
cartoonist (hopefully will become full time in the future),1
visuals @gap ,1
camp counsellor @ymca ,1
global trainer @apple ,1
content producer @shopify ,1
content strategy @slackhq,1
unpaid intern (also designed logo at that job),1
product advisor,1
inventory control,1
street corner marijuana distribution associate  ,1
hot dog cart guy,1
heroin quality control specialist ,1
pizza artist ,1
professional panhandler,1
media prefect 📚🤓 (primary school),1
au pair (student),1
seamstress (student),1
clerk (student),1
teacher 👩🏻‍🏫💛🌻 https://t.co/pz3mels3kw,1
- it support,1
- price and delivery ,1
- sales associate,1
- production artist,1
retail serf,1
museum interpreter in banff,1
french tutor,1
selling bike tours in france,1
social media person (various places),1
forest fire fighter,1
imax and 35mm projectionist,1
comic shop guy ,1
highway line painter,1
hairstylist,1
family advocate,1
supervisor,1
event cinemas (best job) ,1
retail - recycle boutique ,1
receptionist - aut ,1
international model (worst pay),1
hr coordinator ,1
d&amp;d player,1
gaming journalist ,1
movie theater🍿 ,1
bank teller 🏦 ,1
construction 🚜,1
video games 🎮 ,1
"door-to-door salesman: greeting cards, seeds, etc. (age 10-14)",1
swimming instructor &amp; lifeguard (age 14-22),1
rich’s department store dock worker (age 16-18),1
martial arts instructor (age 18-22),1
college recruiter (age 22-24),1
grocery packer ,1
registered nurse,1
vice president ,1
 card dealer (texas hold’m),1
 truck driver ,1
 soldier ,1
 prosecutor ,1
 law professor ,1
mcdonalds manager,1
low voltage electrician,1
cashier ,1
delivery driver ,1
book keeper ,1
dog sitter ,1
dish washer.,1
deli clerk.,1
retail manager.,1
music copyist.,1
copy editor.,1
housekeeping ,1
mattel toy warehouse work,1
spirit halloween ( seasonal work but i did it for 5 seasons in a row ),1
bruster's icecream ,1
joann fabrics ( multiple different stores ),1
teaching people to make decorative scarecrows at a u-pick orchard. ,1
k-mart department manager,1
eckerd pharmacy shift manager,1
michael’s crafts shipping and receiving manager,1
floral designer,1
milk bar assistant,1
office mail boy (with push bike),1
gas station attendant ,1
flooring tile packer,1
platemaker,1
hip hop dance teacher,1
crew choreographer ,1
back up dancer,1
civil engineering cadet,1
civil engineering technician,1
lotaburger,1
arby's,1
pancake house,1
bathing quadriplegic ex-fighter pilot,1
skating teacher,1
radio producer,1
library service associate,1
gift wrapper,1
retail men’s wear sales,1
english teacher and real estate agent simultaneously #2jobteacher ,1
turangi dairy,1
retail @ factorie,1
new world checkout operator ,1
farro fresh deli assistant,1
tvnz ,1
this,1
is,1
a,1
question,1
jobs i've ever had,1
 kenalan,1
deket,1
ditinggal,1
move on,1
kembali ke no 1,1
circuit city sales rep,1
@tmobile rsm 😎,1
best buy mobile consultant,1
server at chili’s for 2 weeks #failedthemenutest 🙈😁🤣,1
construction labourer for a concrete company,1
forklift operator for a distribution warehouse,1
lead hand for a demolition business ,1
equipment operator in the oilsands,1
equipment operator building water infrastructure ,1
gas jockey,1
line cook at a pub,1
summer job at goldstream campground ,1
survey tech,1
engineering tech,1
chinese language ta,1
english instructor,1
tech writer,1
"barista, starbucks",1
"sales associate, lord &amp; taylor",1
cater waiter,1
biomedical text annotator,1
"permanent substitute teacher, a bad charter school",1
turkey slayer,1
chicken cooker,1
crab killer,1
fish filleter,1
story stringer https://t.co/ocejfwmikd,1
"fee clerk, il secretary of state",1
good humor man,1
advertising director/salesman,1
criminal prosecutor https://t.co/iz81zngskw,1
art store sales clerk,1
furniture designer,1
freelance concept artist ,1
comic artist,1
 animal care technician (current),1
 pet care specialist,1
 customer success coordinator,1
 sales representative,1
blood bank donor phone solicitor ,1
receptionist for adult daycare     center,1
apartment assistant manager ,1
nurse ,1
admissions assistant.,1
computer assistant.,1
camp counselor.,1
special ed teacher.,1
speechwriter,1
movie theatre box office ticket seller,1
grocery cashier,1
joe mugg's cafe barista,1
hardware store cashier,1
research assistant (code monkey),1
software engineer (fancy code monkey),1
law clerk/lawyer,1
computer lab attendant,1
product picker,1
prophet,1
pusher,1
partly truth,1
partly fiction,1
a walking contradiction,1
wendy's ,1
air force ndt ,1
hot topic assistant manager,1
ndt tech inspecting wind towers,1
world market employee,1
gum leaf sommelier,1
tree sleeping safety co-ordinator,1
tree climber,1
bushfire lookout,1
political candidate,1
golf course four caddie ,1
retail golf club sales ,1
golf outing coordinator ,1
home depot: flooring specialist ,1
regional sales manager https://t.co/dzgj7m2fif,1
sailor,1
short-order cook,1
mechanic/machinist,1
customer service team member,1
media monitor,1
graded vegetables by hand - nj farm stand,1
sold clothes - at @abercrombie ,1
made magic- as a magicians assistant,1
